ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,,1500,3000,3000,2500,2500,Total Price
3703,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,17500,,,,,,,id:3694,,,,,,34,"Add'l Guest (1,500 THB each)",No additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,0,0,0,#VALUE!,#VALUE!,#VALUE!
3707,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20500,,,,,,,id:3694,,,,,,38,"Add'l Guest (1,500 THB each)",No additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,0,0,3000,#VALUE!,#VALUE!,#VALUE!
3711,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20500,,,,,,,id:3694,,,,,,42,"Add'l Guest (1,500 THB each)",No additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,0,3000,0,#VALUE!,#VALUE!,#VALUE!
3715,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,23500,,,,,,,id:3694,,,,,,46,"Add'l Guest (1,500 THB each)",No additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,0,3000,3000,#VALUE!,#VALUE!,#VALUE!
3719,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,19000,,,,,,,id:3694,,,,,,50,"Add'l Guest (1,500 THB each)",1 additional guest,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,1500,0,0,#VALUE!,#VALUE!,#VALUE!
3723,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22000,,,,,,,id:3694,,,,,,54,"Add'l Guest (1,500 THB each)",1 additional guest,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,1500,0,3000,#VALUE!,#VALUE!,#VALUE!
3727,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22000,,,,,,,id:3694,,,,,,58,"Add'l Guest (1,500 THB each)",1 additional guest,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,1500,3000,0,#VALUE!,#VALUE!,#VALUE!
3731,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25000,,,,,,,id:3694,,,,,,62,"Add'l Guest (1,500 THB each)",1 additional guest,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,1500,3000,3000,#VALUE!,#VALUE!,#VALUE!
3735,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,20500,,,,,,,id:3694,,,,,,66,"Add'l Guest (1,500 THB each)",2 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,3000,0,0,#VALUE!,#VALUE!,#VALUE!
3739,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,23500,,,,,,,id:3694,,,,,,70,"Add'l Guest (1,500 THB each)",2 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,3000,0,3000,#VALUE!,#VALUE!,#VALUE!
3743,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,23500,,,,,,,id:3694,,,,,,74,"Add'l Guest (1,500 THB each)",2 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,3000,3000,0,#VALUE!,#VALUE!,#VALUE!
3747,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26500,,,,,,,id:3694,,,,,,78,"Add'l Guest (1,500 THB each)",2 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,3000,3000,3000,#VALUE!,#VALUE!,#VALUE!
3751,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22000,,,,,,,id:3694,,,,,,2,"Add'l Guest (1,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,4500,0,0,#VALUE!,#VALUE!,#VALUE!
3755,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25000,,,,,,,id:3694,,,,,,6,"Add'l Guest (1,500 THB each)",3 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,4500,0,3000,#VALUE!,#VALUE!,#VALUE!
3759,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,25000,,,,,,,id:3694,,,,,,10,"Add'l Guest (1,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,4500,3000,0,#VALUE!,#VALUE!,#VALUE!
3763,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28000,,,,,,,id:3694,,,,,,14,"Add'l Guest (1,500 THB each)",3 additional guests,,1,Add Birthday Package?,"With Birthday Package (3\,000 THB)",,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,4500,3000,3000,#VALUE!,#VALUE!,#VALUE!
3767,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,23500,,,,,,,id:3694,,,,,,18,"Add'l Guest (1,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,Without I-Love-You Package (0 THB),,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,6000,0,0,#VALUE!,#VALUE!,#VALUE!
3771,"variation, virtual",,Explore Southern Islands (half day) (Copy),1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,26500,,,,,,,id:3694,,,,,,22,"Add'l Guest (1,500 THB each)",4 additional guests,,1,Add Birthday Package?,Without Birthday Package (0 THB),,1,Add I-Love-You Package?,"With I-Love-You Package (3\,000 THB)",,1,Add Masseuse?,"With Massuese (2\,500 THB)",,1,Add Photographer?,"With Photographer (2\,500 THB)",,1,,6000,0,3000,#VALUE!,#VALUE!,#VALUE!
